,number_in_list,fold_enrichment,fdr,expected,number_in_reference,pValue,plus_minus,id,label,main_category
1242,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0090609,single-species submerged biofilm formation,biologicalProcess
1241,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0010243,response to organonitrogen compound,biologicalProcess
1240,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0070482,response to oxygen levels,biologicalProcess
1239,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0045004,DNA replication proofreading,biologicalProcess
1238,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0045005,DNA-dependent DNA replication maintenance of fidelity,biologicalProcess
1237,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0005980,glycogen catabolic process,biologicalProcess
1236,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0070490,protein pupylation,biologicalProcess
1235,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0046101,hypoxanthine biosynthetic process,biologicalProcess
1234,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0071586,CAAX-box protein processing,biologicalProcess
1233,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0005992,trehalose biosynthetic process,biologicalProcess
1232,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0015700,arsenite transport,biologicalProcess
1231,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006735,NADH regeneration,biologicalProcess
1230,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0010288,response to lead ion,biologicalProcess
1229,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0045047,protein targeting to ER,biologicalProcess
1228,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006751,glutathione catabolic process,biologicalProcess
1227,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0015741,fumarate transport,biologicalProcess
1226,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0015764,N-acetylglucosamine transport,biologicalProcess
1225,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0046176,aldonic acid catabolic process,biologicalProcess
1224,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0046187,acetaldehyde catabolic process,biologicalProcess
1223,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0002097,tRNA wobble base modification,biologicalProcess
1222,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009712,catechol-containing compound metabolic process,biologicalProcess
1221,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0030490,maturation of SSU-rRNA,biologicalProcess
1220,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0031589,cell-substrate adhesion,biologicalProcess
1219,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility,biologicalProcess
1218,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0052805,imidazole-containing compound catabolic process,biologicalProcess
1216,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006117,acetaldehyde metabolic process,biologicalProcess
1183,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0051174,regulation of phosphorus metabolic process,biologicalProcess
1182,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0070588,calcium ion transmembrane transport,biologicalProcess
1181,1,0.9839263803680981,1.0,1.016336201521386,50,1.000000000002942,-,GO:0044038,cell wall macromolecule biosynthetic process,biologicalProcess
1146,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0009209,pyrimidine ribonucleoside triphosphate biosynthetic process,biologicalProcess
1145,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0019646,aerobic electron transport chain,biologicalProcess
1144,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0009221,pyrimidine deoxyribonucleotide biosynthetic process,biologicalProcess
1143,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046940,nucleoside monophosphate phosphorylation,biologicalProcess
1142,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0043686,co-translational protein modification,biologicalProcess
1141,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0043687,post-translational protein modification,biologicalProcess
1140,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0035433,acetate transmembrane transport,biologicalProcess
1139,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0018206,peptidyl-methionine modification,biologicalProcess
1138,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0070647,protein modification by small protein conjugation or removal,biologicalProcess
1137,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0052698,ergothioneine metabolic process,biologicalProcess
1136,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0052699,ergothioneine biosynthetic process,biologicalProcess
1135,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0009264,deoxyribonucleotide catabolic process,biologicalProcess
1134,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0009265,2'-deoxyribonucleotide biosynthetic process,biologicalProcess
1133,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0016071,mRNA metabolic process,biologicalProcess
1132,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0019343,cysteine biosynthetic process via cystathionine,biologicalProcess
1131,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0019346,transsulfuration,biologicalProcess
1130,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0010106,cellular response to iron ion starvation,biologicalProcess
1129,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046686,response to cadmium ion,biologicalProcess
1128,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:1900866,glycolate transport,biologicalProcess
1127,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006952,defense response,biologicalProcess
1126,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0015940,pantothenate biosynthetic process,biologicalProcess
1125,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0030647,aminoglycoside antibiotic metabolic process,biologicalProcess
1124,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0030649,aminoglycoside antibiotic catabolic process,biologicalProcess
1123,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046385,deoxyribose phosphate biosynthetic process,biologicalProcess
1122,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:1903830,magnesium ion transmembrane transport,biologicalProcess
1121,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046036,CTP metabolic process,biologicalProcess
1120,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046037,GMP metabolic process,biologicalProcess
1119,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0042940,D-amino acid transport,biologicalProcess
1118,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0046083,adenine metabolic process,biologicalProcess
1147,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0042214,terpene metabolic process,biologicalProcess
1148,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0043647,inositol phosphate metabolic process,biologicalProcess
1149,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006271,DNA strand elongation involved in DNA replication,biologicalProcess
1150,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0042542,response to hydrogen peroxide,biologicalProcess
1180,1,0.9839263803680981,1.0,1.016336201521386,50,1.000000000002942,-,GO:0070589,cellular component macromolecule biosynthetic process,biologicalProcess
1179,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0098542,defense response to other organism,biologicalProcess
1178,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0071692,protein localization to extracellular region,biologicalProcess
1177,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0022616,DNA strand elongation,biologicalProcess
1176,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0019284,L-methionine salvage from S-adenosylmethionine,biologicalProcess
1175,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006846,acetate transport,biologicalProcess
1174,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006847,plasma membrane acetate transport,biologicalProcess
1173,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0015829,valine transport,biologicalProcess
1172,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0010033,response to organic substance,biologicalProcess
1171,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006857,oligopeptide transport,biologicalProcess
1170,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006863,purine nucleobase transport,biologicalProcess
1169,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006883,cellular sodium ion homeostasis,biologicalProcess
1168,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006545,glycine biosynthetic process,biologicalProcess
1167,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0042822,pyridoxal phosphate metabolic process,biologicalProcess
1247,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019491,ectoine biosynthetic process,biologicalProcess
1166,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0042823,pyridoxal phosphate biosynthetic process,biologicalProcess
1164,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006565,L-serine catabolic process,biologicalProcess
1163,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,biologicalProcess
1162,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006208,pyrimidine nucleobase catabolic process,biologicalProcess
1161,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006572,tyrosine catabolic process,biologicalProcess
1160,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006213,pyrimidine nucleoside metabolic process,biologicalProcess
1159,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006578,amino-acid betaine biosynthetic process,biologicalProcess
1158,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0034605,cellular response to heat,biologicalProcess
1157,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0032790,ribosome disassembly,biologicalProcess
1156,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0099046,clearance of foreign intracellular nucleic acids,biologicalProcess
1155,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0032446,protein modification by small protein conjugation,biologicalProcess
1154,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:1903785,L-valine transmembrane transport,biologicalProcess
1153,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006241,CTP biosynthetic process,biologicalProcess
1152,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:1902358,sulfate transmembrane transport,biologicalProcess
1151,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0043624,cellular protein complex disassembly,biologicalProcess
1165,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0006561,proline biosynthetic process,biologicalProcess
1248,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009052,"pentose-phosphate shunt, non-oxidative branch",biologicalProcess
1249,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019478,D-amino acid catabolic process,biologicalProcess
1250,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019464,glycine decarboxylation via glycine cleavage system,biologicalProcess
1346,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0040012,regulation of locomotion,biologicalProcess
1345,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0040013,negative regulation of locomotion,biologicalProcess
1344,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:1902021,regulation of bacterial-type flagellum-dependent cell motility,biologicalProcess
1343,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0061615,glycolytic process through fructose-6-phosphate,biologicalProcess
1342,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009202,deoxyribonucleoside triphosphate biosynthetic process,biologicalProcess
1341,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009204,deoxyribonucleoside triphosphate catabolic process,biologicalProcess
1340,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0052645,F420-0 metabolic process,biologicalProcess
1339,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0061620,glycolytic process through glucose-6-phosphate,biologicalProcess
1338,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0052647,pentitol phosphate metabolic process,biologicalProcess
1337,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0061621,canonical glycolysis,biologicalProcess
1336,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0052648,ribitol phosphate metabolic process,biologicalProcess
1335,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009212,pyrimidine deoxyribonucleoside triphosphate biosynthetic process,biologicalProcess
1334,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0070972,protein localization to endoplasmic reticulum,biologicalProcess
1333,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0035434,copper ion transmembrane transport,biologicalProcess
1332,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019301,rhamnose catabolic process,biologicalProcess
1331,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019310,inositol catabolic process,biologicalProcess
1330,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0071731,response to nitric oxide,biologicalProcess
1329,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0051247,positive regulation of protein metabolic process,biologicalProcess
1328,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0010411,xyloglucan metabolic process,biologicalProcess
1327,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019336,phenol-containing compound catabolic process,biologicalProcess
1326,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0034035,purine ribonucleoside bisphosphate metabolic process,biologicalProcess
1325,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0051270,regulation of cellular component movement,biologicalProcess
1324,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0051271,negative regulation of cellular component movement,biologicalProcess
1323,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0016093,polyprenol metabolic process,biologicalProcess
1322,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0016094,polyprenol biosynthetic process,biologicalProcess
1321,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0043041,amino acid activation for nonribosomal peptide biosynthetic process,biologicalProcess
1320,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0071422,succinate transmembrane transport,biologicalProcess
1319,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0045226,extracellular polysaccharide biosynthetic process,biologicalProcess
1318,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019392,glucarate metabolic process,biologicalProcess
1347,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:1903457,lactate catabolic process,biologicalProcess
1348,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0043606,formamide metabolic process,biologicalProcess
1349,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0034627,'de novo' NAD biosynthetic process,biologicalProcess
1350,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,biologicalProcess
1380,0,0.0,1.0,0.5284948247911211,26,1.000000000003325,-,GO:0009311,oligosaccharide metabolic process,biologicalProcess
1379,0,0.0,1.0,0.5284948247911211,26,1.000000000003325,-,GO:0009132,nucleoside diphosphate metabolic process,biologicalProcess
1378,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006816,calcium ion transport,biologicalProcess
1377,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0046209,nitric oxide metabolic process,biologicalProcess
1376,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0015801,aromatic amino acid transport,biologicalProcess
1375,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0015808,L-alanine transport,biologicalProcess
1374,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0046210,nitric oxide catabolic process,biologicalProcess
1373,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0018198,peptidyl-cysteine modification,biologicalProcess
1372,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0046218,indolalkylamine catabolic process,biologicalProcess
1371,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0015818,isoleucine transport,biologicalProcess
1370,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019299,rhamnose metabolic process,biologicalProcess
1369,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0015820,leucine transport,biologicalProcess
1368,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0015823,phenylalanine transport,biologicalProcess
1367,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0015846,polyamine transport,biologicalProcess
1317,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019394,glucarate catabolic process,biologicalProcess
1366,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0044092,negative regulation of molecular function,biologicalProcess
1364,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006522,alanine metabolic process,biologicalProcess
1363,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0002181,cytoplasmic translation,biologicalProcess
1362,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:1903714,isoleucine transmembrane transport,biologicalProcess
1361,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006546,glycine catabolic process,biologicalProcess
1360,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006548,histidine catabolic process,biologicalProcess
